"Tanggal","Harga","Bulan-Tahun","Tahun","Bulan"
"10/24/2022","32,430","2022-10","2022","10"
"10/25/2022","32,702","2022-10","2022","10"
"10/26/2022","32,703","2022-10","2022","10"
"10/27/2022","32,009","2022-10","2022","10"
"10/28/2022","30,846","2022-10","2022","10"
"10/29/2022","30,726","2022-10","2022","10"
"10/30/2022","30,207","2022-10","2022","10"
"10/31/2022","28,611","2022-10","2022","10"
"11/1/2022","27,501","2022-11","2022","11"
"11/2/2022","27,000","2022-11","2022","11"
"11/3/2022","26,112","2022-11","2022","11"
"11/4/2022","26,172","2022-11","2022","11"
"11/5/2022","26,653","2022-11","2022","11"
"11/6/2022","26,634","2022-11","2022","11"
"11/7/2022","26,508","2022-11","2022","11"
"11/8/2022","26,098","2022-11","2022","11"
"11/9/2022","25,876","2022-11","2022","11"
"11/10/2022","25,882","2022-11","2022","11"
"11/11/2022","25,807","2022-11","2022","11"
"11/12/2022","25,845","2022-11","2022","11"
"11/13/2022","25,819","2022-11","2022","11"
"11/14/2022","25,432","2022-11","2022","11"
"11/15/2022","25,909","2022-11","2022","11"
"11/16/2022","27,380","2022-11","2022","11"
"11/17/2022","28,477","2022-11","2022","11"
"11/18/2022","29,157","2022-11","2022","11"
"11/19/2022","29,603","2022-11","2022","11"
"11/20/2022","30,147","2022-11","2022","11"
"11/21/2022","30,585","2022-11","2022","11"
"11/22/2022","30,678","2022-11","2022","11"
"11/23/2022","30,301","2022-11","2022","11"
"11/24/2022","30,050","2022-11","2022","11"
"11/25/2022","29,478","2022-11","2022","11"
"11/26/2022","28,773","2022-11","2022","11"
"11/27/2022","28,650","2022-11","2022","11"
"11/28/2022","28,486","2022-11","2022","11"
"11/29/2022","29,041","2022-11","2022","11"
"11/30/2022","29,605","2022-11","2022","11"
"12/1/2022","30,339","2022-12","2022","12"
"12/2/2022","30,481","2022-12","2022","12"
"12/3/2022","31,769","2022-12","2022","12"
"12/4/2022","32,713","2022-12","2022","12"
"12/5/2022","36,959","2022-12","2022","12"
"12/6/2022","39,431","2022-12","2022","12"
"12/7/2022","39,683","2022-12","2022","12"
"12/8/2022","39,770","2022-12","2022","12"
"12/9/2022","39,628","2022-12","2022","12"
"12/10/2022","39,250","2022-12","2022","12"
"12/11/2022","38,937","2022-12","2022","12"
"12/12/2022","37,478","2022-12","2022","12"
"12/13/2022","36,957","2022-12","2022","12"
"12/14/2022","35,541","2022-12","2022","12"
"12/15/2022","34,286","2022-12","2022","12"
"12/16/2022","33,580","2022-12","2022","12"
"12/17/2022","33,599","2022-12","2022","12"
"12/18/2022","33,748","2022-12","2022","12"
"12/19/2022","33,979","2022-12","2022","12"
"12/20/2022","33,933","2022-12","2022","12"
"12/21/2022","33,737","2022-12","2022","12"
"12/22/2022","34,085","2022-12","2022","12"
"12/23/2022","36,503","2022-12","2022","12"
"12/24/2022","38,625","2022-12","2022","12"
"12/25/2022","39,387","2022-12","2022","12"
"12/26/2022","42,301","2022-12","2022","12"
"12/27/2022","43,628","2022-12","2022","12"
"12/28/2022","46,168","2022-12","2022","12"
"12/29/2022","48,036","2022-12","2022","12"
"12/30/2022","49,433","2022-12","2022","12"
"12/31/2022","50,644","2022-12","2022","12"
"1/1/2023","52,189","2023-01","2023","01"
"1/2/2023","58,995","2023-01","2023","01"
"1/3/2023","60,428","2023-01","2023","01"
"1/4/2023","58,697","2023-01","2023","01"
"1/5/2023","56,529","2023-01","2023","01"
"1/6/2023","56,339","2023-01","2023","01"
"1/7/2023","57,776","2023-01","2023","01"
"1/8/2023","57,018","2023-01","2023","01"
"1/9/2023","55,783","2023-01","2023","01"
"1/10/2023","54,374","2023-01","2023","01"
"1/11/2023","52,574","2023-01","2023","01"
"1/12/2023","51,725","2023-01","2023","01"
"1/13/2023","50,582","2023-01","2023","01"
"1/14/2023","49,498","2023-01","2023","01"
"1/15/2023","47,910","2023-01","2023","01"
"1/16/2023","43,279","2023-01","2023","01"
"1/17/2023","43,617","2023-01","2023","01"
"1/18/2023","45,781","2023-01","2023","01"
"1/19/2023","46,233","2023-01","2023","01"
"1/20/2023","45,856","2023-01","2023","01"
"1/21/2023","45,487","2023-01","2023","01"
"1/22/2023","45,224","2023-01","2023","01"
"1/23/2023","46,771","2023-01","2023","01"
"1/24/2023","49,256","2023-01","2023","01"
"1/25/2023","49,204","2023-01","2023","01"
"1/26/2023","49,296","2023-01","2023","01"
"1/27/2023","49,744","2023-01","2023","01"
"1/28/2023","49,640","2023-01","2023","01"
"1/29/2023","49,547","2023-01","2023","01"
"1/30/2023","49,882","2023-01","2023","01"
"1/31/2023","49,841","2023-01","2023","01"
"2/1/2023","49,191","2023-02","2023","02"
"2/2/2023","48,150","2023-02","2023","02"
"2/3/2023","48,194","2023-02","2023","02"
"2/4/2023","49,137","2023-02","2023","02"
"2/5/2023","50,459","2023-02","2023","02"
"2/6/2023","53,358","2023-02","2023","02"
"2/7/2023","54,289","2023-02","2023","02"
"2/8/2023","54,259","2023-02","2023","02"
"2/9/2023","54,494","2023-02","2023","02"
"2/10/2023","55,572","2023-02","2023","02"
"2/11/2023","56,593","2023-02","2023","02"
"2/12/2023","56,941","2023-02","2023","02"
"2/13/2023","58,471","2023-02","2023","02"
"2/14/2023","58,590","2023-02","2023","02"
"2/15/2023","58,771","2023-02","2023","02"
"2/16/2023","60,517","2023-02","2023","02"
"2/17/2023","61,340","2023-02","2023","02"
"2/18/2023","61,671","2023-02","2023","02"
"2/19/2023","61,321","2023-02","2023","02"
"2/20/2023","60,809","2023-02","2023","02"
"2/21/2023","60,555","2023-02","2023","02"
"2/22/2023","61,229","2023-02","2023","02"
"2/23/2023","60,989","2023-02","2023","02"
"2/24/2023","60,782","2023-02","2023","02"
"2/25/2023","60,587","2023-02","2023","02"
"2/26/2023","60,107","2023-02","2023","02"
"2/27/2023","57,971","2023-02","2023","02"
"2/28/2023","57,774","2023-02","2023","02"
"3/1/2023","58,233","2023-03","2023","03"
"3/2/2023","59,782","2023-03","2023","03"
"3/3/2023","63,060","2023-03","2023","03"
"3/4/2023","65,068","2023-03","2023","03"
"3/5/2023","66,397","2023-03","2023","03"
"3/6/2023","70,951","2023-03","2023","03"
"3/7/2023","71,507","2023-03","2023","03"
"3/8/2023","71,180","2023-03","2023","03"
"3/9/2023","71,429","2023-03","2023","03"
"3/10/2023","72,137","2023-03","2023","03"
"3/11/2023","72,928","2023-03","2023","03"
"3/12/2023","73,138","2023-03","2023","03"
"3/13/2023","74,131","2023-03","2023","03"
"3/14/2023","74,640","2023-03","2023","03"
"3/15/2023","74,971","2023-03","2023","03"
"3/16/2023","76,185","2023-03","2023","03"
"3/17/2023","76,698","2023-03","2023","03"
"3/18/2023","76,115","2023-03","2023","03"
"3/19/2023","76,129","2023-03","2023","03"
"3/20/2023","75,571","2023-03","2023","03"
"3/21/2023","74,975","2023-03","2023","03"
"3/22/2023","74,467","2023-03","2023","03"
"3/23/2023","73,188","2023-03","2023","03"
"3/24/2023","73,325","2023-03","2023","03"
"3/25/2023","73,528","2023-03","2023","03"
"3/26/2023","72,608","2023-03","2023","03"
"3/27/2023","65,540","2023-03","2023","03"
"3/28/2023","56,109","2023-03","2023","03"
"3/29/2023","51,544","2023-03","2023","03"
"3/30/2023","52,083","2023-03","2023","03"
"3/31/2023","50,405","2023-03","2023","03"
"4/1/2023","46,324","2023-04","2023","04"
"4/2/2023","45,197","2023-04","2023","04"
"4/3/2023","40,507","2023-04","2023","04"
"4/4/2023","38,862","2023-04","2023","04"
"4/5/2023","36,705","2023-04","2023","04"
"4/6/2023","35,678","2023-04","2023","04"
"4/7/2023","34,850","2023-04","2023","04"
"4/8/2023","33,956","2023-04","2023","04"
"4/9/2023","33,119","2023-04","2023","04"
"4/10/2023","30,764","2023-04","2023","04"
"4/11/2023","29,968","2023-04","2023","04"
"4/12/2023","29,627","2023-04","2023","04"
"4/13/2023","28,720","2023-04","2023","04"
"4/14/2023","28,063","2023-04","2023","04"
"4/15/2023","28,030","2023-04","2023","04"
"4/16/2023","28,035","2023-04","2023","04"
"4/17/2023","27,190","2023-04","2023","04"
"4/18/2023","29,487","2023-04","2023","04"
"4/19/2023","30,683","2023-04","2023","04"
"4/20/2023","30,077","2023-04","2023","04"
"4/21/2023","31,436","2023-04","2023","04"
"4/22/2023","31,675","2023-04","2023","04"
"4/23/2023","31,857","2023-04","2023","04"
"4/24/2023","32,030","2023-04","2023","04"
"4/25/2023","30,828","2023-04","2023","04"
"4/26/2023","27,776","2023-04","2023","04"
"4/27/2023","25,125","2023-04","2023","04"
"4/28/2023","24,117","2023-04","2023","04"
"4/29/2023","24,169","2023-04","2023","04"
"4/30/2023","24,297","2023-04","2023","04"
"5/1/2023","24,473","2023-05","2023","05"
"5/2/2023","24,482","2023-05","2023","05"
"5/3/2023","24,917","2023-05","2023","05"
"5/4/2023","24,911","2023-05","2023","05"
"5/5/2023","24,727","2023-05","2023","05"
"5/6/2023","24,740","2023-05","2023","05"
"5/7/2023","25,337","2023-05","2023","05"
"5/8/2023","26,492","2023-05","2023","05"
"5/9/2023","27,241","2023-05","2023","05"
"5/10/2023","27,769","2023-05","2023","05"
"5/11/2023","28,172","2023-05","2023","05"
"5/12/2023","27,914","2023-05","2023","05"
"5/13/2023","27,941","2023-05","2023","05"
"5/14/2023","28,086","2023-05","2023","05"
"5/15/2023","28,873","2023-05","2023","05"
"5/16/2023","30,000","2023-05","2023","05"
"5/17/2023","30,447","2023-05","2023","05"
"5/18/2023","30,532","2023-05","2023","05"
"5/19/2023","30,840","2023-05","2023","05"
"5/20/2023","32,426","2023-05","2023","05"
"5/21/2023","33,815","2023-05","2023","05"
"5/22/2023","36,517","2023-05","2023","05"
"5/23/2023","36,444","2023-05","2023","05"
"5/24/2023","35,953","2023-05","2023","05"
"5/25/2023","35,589","2023-05","2023","05"
"5/26/2023","35,951","2023-05","2023","05"
"5/27/2023","36,980","2023-05","2023","05"
"5/28/2023","36,733","2023-05","2023","05"
"5/29/2023","36,251","2023-05","2023","05"
"5/30/2023","36,931","2023-05","2023","05"
"5/31/2023","37,251","2023-05","2023","05"
"6/1/2023","37,331","2023-06","2023","06"
"6/2/2023","37,142","2023-06","2023","06"
"6/3/2023","37,122","2023-06","2023","06"
"6/4/2023","37,354","2023-06","2023","06"
"6/5/2023","37,307","2023-06","2023","06"
"6/6/2023","37,694","2023-06","2023","06"
"6/7/2023","37,328","2023-06","2023","06"
"6/8/2023","37,241","2023-06","2023","06"
"6/9/2023","37,354","2023-06","2023","06"
"6/10/2023","37,492","2023-06","2023","06"
"6/11/2023","37,311","2023-06","2023","06"
"6/12/2023","36,208","2023-06","2023","06"
"6/13/2023","36,053","2023-06","2023","06"
"6/14/2023","35,367","2023-06","2023","06"
"6/15/2023","35,067","2023-06","2023","06"
"6/16/2023","34,395","2023-06","2023","06"
"6/17/2023","33,689","2023-06","2023","06"
"6/18/2023","32,866","2023-06","2023","06"
"6/19/2023","31,155","2023-06","2023","06"
"6/20/2023","31,572","2023-06","2023","06"
"6/21/2023","31,653","2023-06","2023","06"
"6/22/2023","31,268","2023-06","2023","06"
"6/23/2023","30,876","2023-06","2023","06"
"6/24/2023","30,726","2023-06","2023","06"
"6/25/2023","30,441","2023-06","2023","06"
"6/26/2023","30,444","2023-06","2023","06"
"6/27/2023","30,415","2023-06","2023","06"
"6/28/2023","29,776","2023-06","2023","06"
"6/29/2023","29,774","2023-06","2023","06"
"6/30/2023","30,149","2023-06","2023","06"
"7/1/2023","30,703","2023-07","2023","07"
"7/2/2023","30,404","2023-07","2023","07"
"7/3/2023","28,407","2023-07","2023","07"
"7/4/2023","27,935","2023-07","2023","07"
"7/5/2023","27,144","2023-07","2023","07"
"7/6/2023","26,240","2023-07","2023","07"
"7/7/2023","26,163","2023-07","2023","07"
"7/8/2023","26,555","2023-07","2023","07"
"7/9/2023","27,042","2023-07","2023","07"
"7/10/2023","26,655","2023-07","2023","07"
"7/11/2023","26,098","2023-07","2023","07"
"7/12/2023","25,813","2023-07","2023","07"
"7/13/2023","25,844","2023-07","2023","07"
"7/14/2023","25,894","2023-07","2023","07"
"7/15/2023","26,148","2023-07","2023","07"
"7/16/2023","25,987","2023-07","2023","07"
"7/17/2023","25,993","2023-07","2023","07"
"7/18/2023","25,752","2023-07","2023","07"
"7/19/2023","25,811","2023-07","2023","07"
"7/20/2023","26,587","2023-07","2023","07"
"7/21/2023","27,432","2023-07","2023","07"
"7/22/2023","27,611","2023-07","2023","07"
"7/23/2023","27,734","2023-07","2023","07"
"7/24/2023","28,501","2023-07","2023","07"
"7/25/2023","29,414","2023-07","2023","07"
"7/26/2023","30,676","2023-07","2023","07"
"7/27/2023","31,347","2023-07","2023","07"
"7/28/2023","31,406","2023-07","2023","07"
"7/29/2023","31,767","2023-07","2023","07"
"7/30/2023","31,908","2023-07","2023","07"
"7/31/2023","33,329","2023-07","2023","07"
"8/1/2023","33,923","2023-08","2023","08"
"8/2/2023","34,650","2023-08","2023","08"
"8/3/2023","35,224","2023-08","2023","08"
"8/4/2023","35,674","2023-08","2023","08"
"8/5/2023","36,181","2023-08","2023","08"
"8/6/2023","36,264","2023-08","2023","08"
"8/7/2023","37,803","2023-08","2023","08"
"8/8/2023","38,595","2023-08","2023","08"
"8/9/2023","38,789","2023-08","2023","08"
"8/10/2023","38,884","2023-08","2023","08"
"8/11/2023","38,947","2023-08","2023","08"
"8/12/2023","39,252","2023-08","2023","08"
"8/13/2023","39,237","2023-08","2023","08"
"8/14/2023","39,953","2023-08","2023","08"
"8/15/2023","40,724","2023-08","2023","08"
"8/16/2023","41,283","2023-08","2023","08"
"8/17/2023","41,111","2023-08","2023","08"
"8/18/2023","41,012","2023-08","2023","08"
"8/19/2023","41,258","2023-08","2023","08"
"8/20/2023","41,070","2023-08","2023","08"
"8/21/2023","39,859","2023-08","2023","08"
"8/22/2023","39,130","2023-08","2023","08"
"8/23/2023","38,494","2023-08","2023","08"
"8/24/2023","36,824","2023-08","2023","08"
"8/25/2023","35,836","2023-08","2023","08"
"8/26/2023","35,076","2023-08","2023","08"
"8/27/2023","34,399","2023-08","2023","08"
"8/28/2023","31,433","2023-08","2023","08"
"8/29/2023","31,002","2023-08","2023","08"
"8/30/2023","29,973","2023-08","2023","08"
"8/31/2023","28,932","2023-08","2023","08"
"9/1/2023","28,470","2023-09","2023","09"
"9/2/2023","28,025","2023-09","2023","09"
"9/3/2023","27,641","2023-09","2023","09"
"9/4/2023","26,014","2023-09","2023","09"
"9/5/2023","26,492","2023-09","2023","09"
"9/6/2023","26,211","2023-09","2023","09"
"9/7/2023","26,095","2023-09","2023","09"
"9/8/2023","25,861","2023-09","2023","09"
"9/9/2023","25,916","2023-09","2023","09"
"9/10/2023","25,757","2023-09","2023","09"
"9/11/2023","25,154","2023-09","2023","09"
"9/12/2023","25,067","2023-09","2023","09"
"9/13/2023","25,043","2023-09","2023","09"
"9/14/2023","24,882","2023-09","2023","09"
"9/15/2023","24,669","2023-09","2023","09"
"9/16/2023","24,621","2023-09","2023","09"
"9/17/2023","24,757","2023-09","2023","09"
"9/18/2023","24,977","2023-09","2023","09"
"9/19/2023","25,336","2023-09","2023","09"
"9/20/2023","25,096","2023-09","2023","09"
"9/21/2023","24,951","2023-09","2023","09"
"9/22/2023","25,072","2023-09","2023","09"
"9/23/2023","25,473","2023-09","2023","09"
"9/24/2023","25,716","2023-09","2023","09"
"9/25/2023","26,318","2023-09","2023","09"
"9/26/2023","26,492","2023-09","2023","09"
"9/27/2023","26,581","2023-09","2023","09"
"9/28/2023","26,675","2023-09","2023","09"
"9/29/2023","26,851","2023-09","2023","09"
"9/30/2023","27,600","2023-09","2023","09"
"10/1/2023","27,804","2023-10","2023","10"
"10/2/2023","30,164","2023-10","2023","10"
"10/3/2023","31,335","2023-10","2023","10"
"10/4/2023","32,076","2023-10","2023","10"
"10/5/2023","33,887","2023-10","2023","10"
"10/6/2023","35,040","2023-10","2023","10"
"10/7/2023","35,064","2023-10","2023","10"
"10/8/2023","35,511","2023-10","2023","10"
"10/9/2023","36,482","2023-10","2023","10"
"10/10/2023","37,202","2023-10","2023","10"
"10/11/2023","38,358","2023-10","2023","10"
"10/12/2023","39,394","2023-10","2023","10"
"10/13/2023","39,245","2023-10","2023","10"
"10/14/2023","39,093","2023-10","2023","10"
"10/15/2023","39,389","2023-10","2023","10"
"10/16/2023","41,320","2023-10","2023","10"
"10/17/2023","43,007","2023-10","2023","10"
"10/18/2023","43,839","2023-10","2023","10"
"10/19/2023","45,128","2023-10","2023","10"
"10/20/2023","45,713","2023-10","2023","10"
"10/21/2023","46,673","2023-10","2023","10"
"10/22/2023","47,732","2023-10","2023","10"
"10/23/2023","54,047","2023-10","2023","10"
"10/24/2023","55,955","2023-10","2023","10"
"10/25/2023","56,521","2023-10","2023","10"
"10/26/2023","57,571","2023-10","2023","10"
"10/27/2023","57,901","2023-10","2023","10"
"10/28/2023","60,061","2023-10","2023","10"
"10/29/2023","61,603","2023-10","2023","10"
"10/30/2023","65,272","2023-10","2023","10"
"10/31/2023","66,150","2023-10","2023","10"
"11/1/2023","65,041","2023-11","2023","11"
"11/2/2023","64,432","2023-11","2023","11"
"11/3/2023","66,946","2023-11","2023","11"
"11/4/2023","68,443","2023-11","2023","11"
"11/5/2023","68,086","2023-11","2023","11"
"11/6/2023","66,415","2023-11","2023","11"
"11/7/2023","66,280","2023-11","2023","11"
"11/8/2023","68,516","2023-11","2023","11"
"11/9/2023","70,516","2023-11","2023","11"
"11/10/2023","70,420","2023-11","2023","11"
"11/11/2023","69,832","2023-11","2023","11"
"11/12/2023","69,162","2023-11","2023","11"
"11/13/2023","70,476","2023-11","2023","11"
"11/14/2023","71,799","2023-11","2023","11"
"11/15/2023","71,999","2023-11","2023","11"
"11/16/2023","72,685","2023-11","2023","11"
"11/17/2023","73,338","2023-11","2023","11"
"11/18/2023","73,732","2023-11","2023","11"
"11/19/2023","74,328","2023-11","2023","11"
"11/20/2023","80,221","2023-11","2023","11"
"11/21/2023","85,383","2023-11","2023","11"
"11/22/2023","87,067","2023-11","2023","11"
"11/23/2023","85,796","2023-11","2023","11"
"11/24/2023","85,202","2023-11","2023","11"
"11/25/2023","84,431","2023-11","2023","11"
"11/26/2023","83,846","2023-11","2023","11"
"11/27/2023","81,985","2023-11","2023","11"
"11/28/2023","82,167","2023-11","2023","11"
"11/29/2023","81,673","2023-11","2023","11"
"11/30/2023","80,850","2023-11","2023","11"
"12/1/2023","79,816","2023-12","2023","12"
"12/2/2023","80,171","2023-12","2023","12"
"12/3/2023","80,343","2023-12","2023","12"
"12/4/2023","83,078","2023-12","2023","12"
"12/5/2023","84,471","2023-12","2023","12"
"12/6/2023","83,630","2023-12","2023","12"
"12/7/2023","83,371","2023-12","2023","12"
"12/8/2023","84,826","2023-12","2023","12"
"12/9/2023","85,037","2023-12","2023","12"
"12/10/2023","85,262","2023-12","2023","12"
"12/11/2023","85,501","2023-12","2023","12"
"12/12/2023","85,186","2023-12","2023","12"
"12/13/2023","83,115","2023-12","2023","12"
"12/14/2023","82,655","2023-12","2023","12"
"12/15/2023","80,637","2023-12","2023","12"
"12/16/2023","79,971","2023-12","2023","12"
"12/17/2023","79,494","2023-12","2023","12"
"12/18/2023","76,401","2023-12","2023","12"
"12/19/2023","76,026","2023-12","2023","12"
"12/20/2023","75,325","2023-12","2023","12"
"12/21/2023","74,691","2023-12","2023","12"
"12/22/2023","73,953","2023-12","2023","12"
"12/23/2023","73,892","2023-12","2023","12"
"12/24/2023","73,810","2023-12","2023","12"
"12/25/2023","73,734","2023-12","2023","12"
"12/26/2023","73,689","2023-12","2023","12"
"12/27/2023","73,065","2023-12","2023","12"
"12/28/2023","72,581","2023-12","2023","12"
"12/29/2023","71,642","2023-12","2023","12"
"12/30/2023","70,288","2023-12","2023","12"
"12/31/2023","68,838","2023-12","2023","12"
"1/1/2024","69,328","2024-01","2024","01"
"1/2/2024","70,646","2024-01","2024","01"
"1/3/2024","69,040","2024-01","2024","01"
"1/4/2024","65,810","2024-01","2024","01"
"1/5/2024","60,999","2024-01","2024","01"
"1/6/2024","58,851","2024-01","2024","01"
"1/7/2024","58,227","2024-01","2024","01"
"1/8/2024","53,639","2024-01","2024","01"
"1/9/2024","51,317","2024-01","2024","01"
"1/10/2024","49,005","2024-01","2024","01"
"1/11/2024","47,163","2024-01","2024","01"
"1/12/2024","44,404","2024-01","2024","01"
"1/13/2024","43,303","2024-01","2024","01"
"1/14/2024","43,929","2024-01","2024","01"
"1/15/2024","45,251","2024-01","2024","01"
"1/16/2024","44,736","2024-01","2024","01"
"1/17/2024","42,635","2024-01","2024","01"
"1/18/2024","40,371","2024-01","2024","01"
"1/19/2024","39,699","2024-01","2024","01"
"1/20/2024","39,812","2024-01","2024","01"
"1/21/2024","39,348","2024-01","2024","01"
"1/22/2024","37,146","2024-01","2024","01"
"1/23/2024","35,198","2024-01","2024","01"
"1/24/2024","34,628","2024-01","2024","01"
"1/25/2024","34,989","2024-01","2024","01"
"1/26/2024","34,995","2024-01","2024","01"
"1/27/2024","34,901","2024-01","2024","01"
"1/28/2024","34,424","2024-01","2024","01"
"1/29/2024","34,180","2024-01","2024","01"
"1/30/2024","34,356","2024-01","2024","01"
"1/31/2024","34,332","2024-01","2024","01"
"2/1/2024","33,774","2024-02","2024","02"
"2/2/2024","33,430","2024-02","2024","02"
"2/3/2024","33,606","2024-02","2024","02"
"2/4/2024","33,906","2024-02","2024","02"
"2/5/2024","34,562","2024-02","2024","02"
"2/6/2024","34,950","2024-02","2024","02"
"2/7/2024","35,880","2024-02","2024","02"
"2/8/2024","36,536","2024-02","2024","02"
"2/9/2024","37,946","2024-02","2024","02"
"2/10/2024","40,819","2024-02","2024","02"
"2/11/2024","42,209","2024-02","2024","02"
"2/12/2024","46,062","2024-02","2024","02"
"2/13/2024","46,786","2024-02","2024","02"
"2/14/2024","47,376","2024-02","2024","02"
"2/15/2024","54,408","2024-02","2024","02"
"2/16/2024","60,753","2024-02","2024","02"
"2/17/2024","61,070","2024-02","2024","02"
"2/18/2024","61,659","2024-02","2024","02"
"2/19/2024","62,590","2024-02","2024","02"
"2/20/2024","63,609","2024-02","2024","02"
"2/21/2024","66,302","2024-02","2024","02"
"2/22/2024","68,780","2024-02","2024","02"
"2/23/2024","69,647","2024-02","2024","02"
"2/24/2024","68,760","2024-02","2024","02"
"2/25/2024","64,392","2024-02","2024","02"
"2/26/2024","56,305","2024-02","2024","02"
"2/27/2024","57,542","2024-02","2024","02"
"2/28/2024","56,872","2024-02","2024","02"
"2/29/2024","55,476","2024-02","2024","02"
"3/1/2024","51,922","2024-03","2024","03"
"3/2/2024","51,508","2024-03","2024","03"
"3/3/2024","51,910","2024-03","2024","03"
"3/4/2024","53,228","2024-03","2024","03"
"3/5/2024","54,214","2024-03","2024","03"
"3/6/2024","52,351","2024-03","2024","03"
"3/7/2024","51,625","2024-03","2024","03"
"3/8/2024","51,023","2024-03","2024","03"
"3/9/2024","51,220","2024-03","2024","03"
"3/10/2024","50,491","2024-03","2024","03"
"3/11/2024","48,048","2024-03","2024","03"
"3/12/2024","47,884","2024-03","2024","03"
"3/13/2024","49,559","2024-03","2024","03"
"3/14/2024","48,521","2024-03","2024","03"
"3/15/2024","45,307","2024-03","2024","03"
"3/16/2024","42,091","2024-03","2024","03"
"3/17/2024","41,126","2024-03","2024","03"
"3/18/2024","38,432","2024-03","2024","03"
"3/19/2024","36,954","2024-03","2024","03"
"3/20/2024","35,232","2024-03","2024","03"
"3/21/2024","32,628","2024-03","2024","03"
"3/22/2024","32,539","2024-03","2024","03"
"3/23/2024","32,238","2024-03","2024","03"
"3/24/2024","31,525","2024-03","2024","03"
"3/25/2024","29,276","2024-03","2024","03"
"3/26/2024","28,348","2024-03","2024","03"
"3/27/2024","27,896","2024-03","2024","03"
"3/28/2024","27,735","2024-03","2024","03"
"3/29/2024","27,546","2024-03","2024","03"
"3/30/2024","27,597","2024-03","2024","03"
"3/31/2024","27,558","2024-03","2024","03"
"4/1/2024","28,597","2024-04","2024","04"
"4/2/2024","29,553","2024-04","2024","04"
"4/3/2024","29,544","2024-04","2024","04"
"4/4/2024","28,608","2024-04","2024","04"
"4/5/2024","28,597","2024-04","2024","04"
"4/6/2024","29,409","2024-04","2024","04"
"4/7/2024","30,976","2024-04","2024","04"
"4/8/2024","32,081","2024-04","2024","04"
"4/9/2024","31,818","2024-04","2024","04"
"4/10/2024","31,864","2024-04","2024","04"
"4/11/2024","32,002","2024-04","2024","04"
"4/12/2024","32,963","2024-04","2024","04"
"4/13/2024","32,909","2024-04","2024","04"
"4/14/2024","31,582","2024-04","2024","04"
"4/15/2024","30,337","2024-04","2024","04"
"4/16/2024","27,617","2024-04","2024","04"
"4/17/2024","27,064","2024-04","2024","04"
"4/18/2024","26,478","2024-04","2024","04"
"4/19/2024","27,158","2024-04","2024","04"
"4/20/2024","27,729","2024-04","2024","04"
"4/21/2024","27,786","2024-04","2024","04"
"4/22/2024","30,118","2024-04","2024","04"
"4/23/2024","30,314","2024-04","2024","04"
"4/24/2024","30,241","2024-04","2024","04"
"4/25/2024","30,314","2024-04","2024","04"
"4/26/2024","30,758","2024-04","2024","04"
"4/27/2024","30,418","2024-04","2024","04"
"4/28/2024","30,287","2024-04","2024","04"
"4/29/2024","27,872","2024-04","2024","04"
"4/30/2024","27,279","2024-04","2024","04"
"5/1/2024","26,993","2024-05","2024","05"
"5/2/2024","25,730","2024-05","2024","05"
"5/3/2024","24,773","2024-05","2024","05"
"5/4/2024","24,514","2024-05","2024","05"
"5/5/2024","24,292","2024-05","2024","05"
"5/6/2024","22,477","2024-05","2024","05"
"5/7/2024","22,120","2024-05","2024","05"
"5/8/2024","21,680","2024-05","2024","05"
"5/9/2024","21,733","2024-05","2024","05"
"5/10/2024","21,632","2024-05","2024","05"
"5/11/2024","21,396","2024-05","2024","05"
"5/12/2024","21,466","2024-05","2024","05"
"5/13/2024","20,755","2024-05","2024","05"
"5/14/2024","21,321","2024-05","2024","05"
"5/15/2024","22,675","2024-05","2024","05"
"5/16/2024","23,523","2024-05","2024","05"
"5/17/2024","24,146","2024-05","2024","05"
"5/18/2024","23,805","2024-05","2024","05"
"5/19/2024","23,644","2024-05","2024","05"
"5/20/2024","23,655","2024-05","2024","05"
"5/21/2024","23,640","2024-05","2024","05"
"5/22/2024","23,638","2024-05","2024","05"
"5/23/2024","23,586","2024-05","2024","05"
"5/24/2024","23,701","2024-05","2024","05"
"5/25/2024","23,852","2024-05","2024","05"
"5/26/2024","24,453","2024-05","2024","05"
"5/27/2024","25,333","2024-05","2024","05"
"5/28/2024","25,385","2024-05","2024","05"
"5/29/2024","25,469","2024-05","2024","05"
"5/30/2024","25,509","2024-05","2024","05"
"5/31/2024","25,646","2024-05","2024","05"
"6/1/2024","25,713","2024-06","2024","06"
"6/2/2024","25,838","2024-06","2024","06"
"6/3/2024","26,886","2024-06","2024","06"
"6/4/2024","27,502","2024-06","2024","06"
"6/5/2024","28,552","2024-06","2024","06"
"6/6/2024","28,907","2024-06","2024","06"
"6/7/2024","29,437","2024-06","2024","06"
"6/8/2024","30,122","2024-06","2024","06"
"6/9/2024","31,051","2024-06","2024","06"
"6/10/2024","33,204","2024-06","2024","06"
"6/11/2024","32,913","2024-06","2024","06"
"6/12/2024","32,555","2024-06","2024","06"
"6/13/2024","31,871","2024-06","2024","06"
"6/14/2024","31,387","2024-06","2024","06"
"6/15/2024","31,198","2024-06","2024","06"
"6/16/2024","30,738","2024-06","2024","06"
"6/17/2024","30,482","2024-06","2024","06"
"6/18/2024","30,821","2024-06","2024","06"
"6/19/2024","30,373","2024-06","2024","06"
"6/20/2024","29,515","2024-06","2024","06"
"6/21/2024","28,730","2024-06","2024","06"
