"Tanggal","Harga","Bulan-Tahun","Tahun","Bulan"
"2/24/2021","89,659","2021-02","2021","02"
"2/25/2021","89,664","2021-02","2021","02"
"2/26/2021","89,363","2021-02","2021","02"
"2/27/2021","89,249","2021-02","2021","02"
"2/28/2021","89,293","2021-02","2021","02"
"3/1/2021","93,565","2021-03","2021","03"
"3/2/2021","99,640","2021-03","2021","03"
"3/3/2021","101,042","2021-03","2021","03"
"3/4/2021","101,524","2021-03","2021","03"
"3/5/2021","103,652","2021-03","2021","03"
"3/6/2021","105,778","2021-03","2021","03"
"3/7/2021","105,765","2021-03","2021","03"
"3/8/2021","105,409","2021-03","2021","03"
"3/9/2021","104,950","2021-03","2021","03"
"3/10/2021","105,028","2021-03","2021","03"
"3/11/2021","106,176","2021-03","2021","03"
"3/12/2021","107,357","2021-03","2021","03"
"3/13/2021","108,873","2021-03","2021","03"
"3/14/2021","109,460","2021-03","2021","03"
"3/15/2021","112,521","2021-03","2021","03"
"3/16/2021","113,614","2021-03","2021","03"
"3/17/2021","115,071","2021-03","2021","03"
"3/18/2021","114,781","2021-03","2021","03"
"3/19/2021","114,149","2021-03","2021","03"
"3/20/2021","113,298","2021-03","2021","03"
"3/21/2021","112,623","2021-03","2021","03"
"3/22/2021","110,044","2021-03","2021","03"
"3/23/2021","108,922","2021-03","2021","03"
"3/24/2021","105,410","2021-03","2021","03"
"3/25/2021","101,015","2021-03","2021","03"
"3/26/2021","97,482","2021-03","2021","03"
"3/27/2021","96,720","2021-03","2021","03"
"3/28/2021","94,416","2021-03","2021","03"
"3/29/2021","85,715","2021-03","2021","03"
"3/30/2021","79,843","2021-03","2021","03"
"3/31/2021","71,985","2021-03","2021","03"
"4/1/2021","62,774","2021-04","2021","04"
"4/2/2021","62,025","2021-04","2021","04"
"4/3/2021","63,270","2021-04","2021","04"
"4/4/2021","64,969","2021-04","2021","04"
"4/5/2021","66,097","2021-04","2021","04"
"4/6/2021","67,398","2021-04","2021","04"
"4/7/2021","67,505","2021-04","2021","04"
"4/8/2021","67,060","2021-04","2021","04"
"4/9/2021","66,997","2021-04","2021","04"
"4/10/2021","66,241","2021-04","2021","04"
"4/11/2021","65,050","2021-04","2021","04"
"4/12/2021","61,428","2021-04","2021","04"
"4/13/2021","59,768","2021-04","2021","04"
"4/14/2021","61,228","2021-04","2021","04"
"4/15/2021","62,198","2021-04","2021","04"
"4/16/2021","60,921","2021-04","2021","04"
"4/17/2021","58,255","2021-04","2021","04"
"4/18/2021","54,119","2021-04","2021","04"
"4/19/2021","42,917","2021-04","2021","04"
"4/20/2021","45,181","2021-04","2021","04"
"4/21/2021","46,303","2021-04","2021","04"
"4/22/2021","43,194","2021-04","2021","04"
"4/23/2021","41,594","2021-04","2021","04"
"4/24/2021","41,412","2021-04","2021","04"
"4/25/2021","41,480","2021-04","2021","04"
"4/26/2021","42,305","2021-04","2021","04"
"4/27/2021","43,752","2021-04","2021","04"
"4/28/2021","45,331","2021-04","2021","04"
"4/29/2021","45,398","2021-04","2021","04"
"4/30/2021","45,719","2021-04","2021","04"
"5/1/2021","45,721","2021-05","2021","05"
"5/2/2021","45,641","2021-05","2021","05"
"5/3/2021","46,448","2021-05","2021","05"
"5/4/2021","46,961","2021-05","2021","05"
"5/5/2021","47,059","2021-05","2021","05"
"5/6/2021","46,681","2021-05","2021","05"
"5/7/2021","46,643","2021-05","2021","05"
"5/8/2021","46,792","2021-05","2021","05"
"5/9/2021","48,121","2021-05","2021","05"
"5/10/2021","51,679","2021-05","2021","05"
"5/11/2021","51,882","2021-05","2021","05"
"5/12/2021","52,991","2021-05","2021","05"
"5/13/2021","53,229","2021-05","2021","05"
"5/14/2021","53,017","2021-05","2021","05"
"5/15/2021","53,707","2021-05","2021","05"
"5/16/2021","52,226","2021-05","2021","05"
"5/17/2021","44,146","2021-05","2021","05"
"5/18/2021","39,987","2021-05","2021","05"
"5/19/2021","37,927","2021-05","2021","05"
"5/20/2021","38,558","2021-05","2021","05"
"5/21/2021","38,615","2021-05","2021","05"
"5/22/2021","38,122","2021-05","2021","05"
"5/23/2021","37,193","2021-05","2021","05"
"5/24/2021","33,859","2021-05","2021","05"
"5/25/2021","33,852","2021-05","2021","05"
"5/26/2021","33,971","2021-05","2021","05"
"5/27/2021","32,372","2021-05","2021","05"
"5/28/2021","31,964","2021-05","2021","05"
"5/29/2021","31,827","2021-05","2021","05"
"5/30/2021","31,594","2021-05","2021","05"
"5/31/2021","31,496","2021-05","2021","05"
"6/1/2021","31,125","2021-06","2021","06"
"6/2/2021","30,766","2021-06","2021","06"
"6/3/2021","30,345","2021-06","2021","06"
"6/4/2021","30,420","2021-06","2021","06"
"6/5/2021","30,107","2021-06","2021","06"
"6/6/2021","30,164","2021-06","2021","06"
"6/7/2021","29,648","2021-06","2021","06"
"6/8/2021","29,407","2021-06","2021","06"
"6/9/2021","29,149","2021-06","2021","06"
"6/10/2021","28,798","2021-06","2021","06"
"6/11/2021","28,199","2021-06","2021","06"
"6/12/2021","28,035","2021-06","2021","06"
"6/13/2021","27,930","2021-06","2021","06"
"6/14/2021","27,771","2021-06","2021","06"
"6/15/2021","27,552","2021-06","2021","06"
"6/16/2021","27,387","2021-06","2021","06"
"6/17/2021","27,832","2021-06","2021","06"
"6/18/2021","28,844","2021-06","2021","06"
"6/19/2021","30,391","2021-06","2021","06"
"6/20/2021","32,005","2021-06","2021","06"
"6/21/2021","37,973","2021-06","2021","06"
"6/22/2021","36,731","2021-06","2021","06"
"6/23/2021","37,283","2021-06","2021","06"
"6/24/2021","38,779","2021-06","2021","06"
"6/25/2021","42,696","2021-06","2021","06"
"6/26/2021","44,347","2021-06","2021","06"
"6/27/2021","45,061","2021-06","2021","06"
"6/28/2021","50,201","2021-06","2021","06"
"6/29/2021","45,426","2021-06","2021","06"
"6/30/2021","45,996","2021-06","2021","06"
"7/1/2021","46,417","2021-07","2021","07"
"7/2/2021","47,128","2021-07","2021","07"
"7/3/2021","47,238","2021-07","2021","07"
"7/4/2021","47,094","2021-07","2021","07"
"7/5/2021","46,925","2021-07","2021","07"
"7/6/2021","48,819","2021-07","2021","07"
"7/7/2021","52,442","2021-07","2021","07"
"7/8/2021","53,759","2021-07","2021","07"
"7/9/2021","54,045","2021-07","2021","07"
"7/10/2021","54,257","2021-07","2021","07"
"7/11/2021","54,797","2021-07","2021","07"
"7/12/2021","56,518","2021-07","2021","07"
"7/13/2021","58,349","2021-07","2021","07"
"7/14/2021","58,296","2021-07","2021","07"
"7/15/2021","58,429","2021-07","2021","07"
"7/16/2021","57,228","2021-07","2021","07"
"7/17/2021","57,163","2021-07","2021","07"
"7/18/2021","56,888","2021-07","2021","07"
"7/19/2021","56,373","2021-07","2021","07"
"7/20/2021","56,208","2021-07","2021","07"
"7/21/2021","56,771","2021-07","2021","07"
"7/22/2021","57,232","2021-07","2021","07"
"7/23/2021","56,396","2021-07","2021","07"
"7/24/2021","54,678","2021-07","2021","07"
"7/25/2021","52,600","2021-07","2021","07"
"7/26/2021","48,628","2021-07","2021","07"
"7/27/2021","48,096","2021-07","2021","07"
"7/28/2021","47,350","2021-07","2021","07"
"7/29/2021","44,371","2021-07","2021","07"
"7/30/2021","42,542","2021-07","2021","07"
"7/31/2021","41,631","2021-07","2021","07"
"8/1/2021","40,329","2021-08","2021","08"
"8/2/2021","37,828","2021-08","2021","08"
"8/3/2021","36,360","2021-08","2021","08"
"8/4/2021","34,757","2021-08","2021","08"
"8/5/2021","33,745","2021-08","2021","08"
"8/6/2021","32,510","2021-08","2021","08"
"8/7/2021","31,270","2021-08","2021","08"
"8/8/2021","29,753","2021-08","2021","08"
"8/9/2021","27,018","2021-08","2021","08"
"8/10/2021","26,150","2021-08","2021","08"
"8/11/2021","24,559","2021-08","2021","08"
"8/12/2021","23,406","2021-08","2021","08"
"8/13/2021","21,667","2021-08","2021","08"
"8/14/2021","21,275","2021-08","2021","08"
"8/15/2021","20,798","2021-08","2021","08"
"8/16/2021","19,883","2021-08","2021","08"
"8/17/2021","19,133","2021-08","2021","08"
"8/18/2021","18,764","2021-08","2021","08"
"8/19/2021","17,809","2021-08","2021","08"
"8/20/2021","17,364","2021-08","2021","08"
"8/21/2021","17,215","2021-08","2021","08"
"8/22/2021","17,775","2021-08","2021","08"
"8/23/2021","16,359","2021-08","2021","08"
"8/24/2021","16,163","2021-08","2021","08"
"8/25/2021","15,969","2021-08","2021","08"
"8/26/2021","15,192","2021-08","2021","08"
"8/27/2021","15,014","2021-08","2021","08"
"8/28/2021","14,895","2021-08","2021","08"
"8/29/2021","14,755","2021-08","2021","08"
"8/30/2021","14,624","2021-08","2021","08"
"8/31/2021","14,705","2021-08","2021","08"
"9/1/2021","14,911","2021-09","2021","09"
"9/2/2021","15,011","2021-09","2021","09"
"9/3/2021","14,933","2021-09","2021","09"
"9/4/2021","15,025","2021-09","2021","09"
"9/5/2021","15,419","2021-09","2021","09"
"9/6/2021","15,816","2021-09","2021","09"
"9/7/2021","16,154","2021-09","2021","09"
"9/8/2021","16,071","2021-09","2021","09"
"9/9/2021","16,238","2021-09","2021","09"
"9/10/2021","16,414","2021-09","2021","09"
"9/11/2021","16,463","2021-09","2021","09"
"9/12/2021","16,403","2021-09","2021","09"
"9/13/2021","16,412","2021-09","2021","09"
"9/14/2021","16,489","2021-09","2021","09"
"9/15/2021","16,585","2021-09","2021","09"
"9/16/2021","16,422","2021-09","2021","09"
"9/17/2021","16,526","2021-09","2021","09"
"9/18/2021","16,774","2021-09","2021","09"
"9/19/2021","17,019","2021-09","2021","09"
"9/20/2021","17,774","2021-09","2021","09"
"9/21/2021","17,914","2021-09","2021","09"
"9/22/2021","18,133","2021-09","2021","09"
"9/23/2021","18,170","2021-09","2021","09"
"9/24/2021","18,139","2021-09","2021","09"
"9/25/2021","18,194","2021-09","2021","09"
"9/26/2021","18,168","2021-09","2021","09"
"9/27/2021","18,072","2021-09","2021","09"
"9/28/2021","17,883","2021-09","2021","09"
"9/29/2021","17,688","2021-09","2021","09"
"9/30/2021","17,596","2021-09","2021","09"
"10/1/2021","17,758","2021-10","2021","10"
"10/2/2021","17,825","2021-10","2021","10"
"10/3/2021","18,198","2021-10","2021","10"
"10/4/2021","18,475","2021-10","2021","10"
"10/5/2021","18,407","2021-10","2021","10"
"10/6/2021","18,752","2021-10","2021","10"
"10/7/2021","19,128","2021-10","2021","10"
"10/8/2021","19,351","2021-10","2021","10"
"10/9/2021","19,649","2021-10","2021","10"
"10/10/2021","19,644","2021-10","2021","10"
"10/11/2021","19,654","2021-10","2021","10"
"10/12/2021","19,685","2021-10","2021","10"
"10/13/2021","19,860","2021-10","2021","10"
"10/14/2021","20,078","2021-10","2021","10"
"10/15/2021","20,452","2021-10","2021","10"
"10/16/2021","20,521","2021-10","2021","10"
"10/17/2021","20,613","2021-10","2021","10"
"10/18/2021","20,369","2021-10","2021","10"
"10/19/2021","20,339","2021-10","2021","10"
"10/20/2021","20,158","2021-10","2021","10"
"10/21/2021","19,871","2021-10","2021","10"
"10/22/2021","19,668","2021-10","2021","10"
"10/23/2021","19,495","2021-10","2021","10"
"10/24/2021","19,293","2021-10","2021","10"
"10/25/2021","18,349","2021-10","2021","10"
"10/26/2021","17,979","2021-10","2021","10"
"10/27/2021","18,011","2021-10","2021","10"
"10/28/2021","17,798","2021-10","2021","10"
"10/29/2021","17,640","2021-10","2021","10"
"10/30/2021","17,385","2021-10","2021","10"
"10/31/2021","17,369","2021-10","2021","10"
"11/1/2021","17,408","2021-11","2021","11"
"11/2/2021","17,068","2021-11","2021","11"
"11/3/2021","17,042","2021-11","2021","11"
"11/4/2021","17,049","2021-11","2021","11"
"11/5/2021","16,955","2021-11","2021","11"
"11/6/2021","16,780","2021-11","2021","11"
"11/7/2021","16,569","2021-11","2021","11"
"11/8/2021","16,708","2021-11","2021","11"
"11/9/2021","16,725","2021-11","2021","11"
"11/10/2021","16,495","2021-11","2021","11"
"11/11/2021","16,495","2021-11","2021","11"
"11/12/2021","16,213","2021-11","2021","11"
"11/13/2021","16,075","2021-11","2021","11"
"11/14/2021","16,202","2021-11","2021","11"
"11/15/2021","16,112","2021-11","2021","11"
"11/16/2021","15,937","2021-11","2021","11"
"11/17/2021","16,067","2021-11","2021","11"
"11/18/2021","16,119","2021-11","2021","11"
"11/19/2021","16,708","2021-11","2021","11"
"11/20/2021","17,277","2021-11","2021","11"
"11/21/2021","18,473","2021-11","2021","11"
"11/22/2021","19,883","2021-11","2021","11"
"11/23/2021","20,563","2021-11","2021","11"
"11/24/2021","21,319","2021-11","2021","11"
"11/25/2021","21,777","2021-11","2021","11"
"11/26/2021","23,325","2021-11","2021","11"
"11/27/2021","25,270","2021-11","2021","11"
"11/28/2021","26,561","2021-11","2021","11"
"11/29/2021","29,476","2021-11","2021","11"
"11/30/2021","33,071","2021-11","2021","11"
"12/1/2021","37,443","2021-12","2021","12"
"12/2/2021","42,256","2021-12","2021","12"
"12/3/2021","46,167","2021-12","2021","12"
"12/4/2021","50,879","2021-12","2021","12"
"12/5/2021","52,116","2021-12","2021","12"
"12/6/2021","54,875","2021-12","2021","12"
"12/7/2021","56,974","2021-12","2021","12"
"12/8/2021","56,980","2021-12","2021","12"
"12/9/2021","57,802","2021-12","2021","12"
"12/10/2021","58,144","2021-12","2021","12"
"12/11/2021","59,121","2021-12","2021","12"
"12/12/2021","61,069","2021-12","2021","12"
"12/13/2021","73,048","2021-12","2021","12"
"12/14/2021","76,244","2021-12","2021","12"
"12/15/2021","78,192","2021-12","2021","12"
"12/16/2021","77,593","2021-12","2021","12"
"12/17/2021","77,948","2021-12","2021","12"
"12/18/2021","79,824","2021-12","2021","12"
"12/19/2021","80,110","2021-12","2021","12"
"12/20/2021","82,657","2021-12","2021","12"
"12/21/2021","83,479","2021-12","2021","12"
"12/22/2021","83,512","2021-12","2021","12"
"12/23/2021","83,844","2021-12","2021","12"
"12/24/2021","85,995","2021-12","2021","12"
"12/25/2021","86,232","2021-12","2021","12"
"12/26/2021","85,044","2021-12","2021","12"
"12/27/2021","83,961","2021-12","2021","12"
"12/28/2021","83,057","2021-12","2021","12"
"12/29/2021","80,317","2021-12","2021","12"
"12/30/2021","76,781","2021-12","2021","12"
"12/31/2021","70,128","2021-12","2021","12"
"1/1/2022","68,185","2022-01","2022","01"
"1/2/2022","69,324","2022-01","2022","01"
"1/3/2022","67,964","2022-01","2022","01"
"1/4/2022","65,118","2022-01","2022","01"
"1/5/2022","58,047","2022-01","2022","01"
"1/6/2022","51,184","2022-01","2022","01"
"1/7/2022","47,719","2022-01","2022","01"
"1/8/2022","46,252","2022-01","2022","01"
"1/9/2022","45,838","2022-01","2022","01"
"1/10/2022","43,073","2022-01","2022","01"
"1/11/2022","40,569","2022-01","2022","01"
"1/12/2022","39,953","2022-01","2022","01"
"1/13/2022","38,704","2022-01","2022","01"
"1/14/2022","38,401","2022-01","2022","01"
"1/15/2022","37,896","2022-01","2022","01"
"1/16/2022","37,696","2022-01","2022","01"
"1/17/2022","36,437","2022-01","2022","01"
"1/18/2022","35,501","2022-01","2022","01"
"1/19/2022","35,120","2022-01","2022","01"
"1/20/2022","34,057","2022-01","2022","01"
"1/21/2022","31,797","2022-01","2022","01"
"1/22/2022","30,976","2022-01","2022","01"
"1/23/2022","30,022","2022-01","2022","01"
"1/24/2022","27,390","2022-01","2022","01"
"1/25/2022","26,607","2022-01","2022","01"
"1/26/2022","25,578","2022-01","2022","01"
"1/27/2022","24,356","2022-01","2022","01"
"1/28/2022","23,897","2022-01","2022","01"
"1/29/2022","23,722","2022-01","2022","01"
"1/30/2022","24,054","2022-01","2022","01"
"1/31/2022","24,799","2022-01","2022","01"
"2/1/2022","24,749","2022-02","2022","02"
"2/2/2022","25,365","2022-02","2022","02"
"2/3/2022","27,543","2022-02","2022","02"
"2/4/2022","32,989","2022-02","2022","02"
"2/5/2022","36,890","2022-02","2022","02"
"2/6/2022","36,884","2022-02","2022","02"
"2/7/2022","34,885","2022-02","2022","02"
"2/8/2022","35,335","2022-02","2022","02"
"2/9/2022","35,242","2022-02","2022","02"
"2/10/2022","34,782","2022-02","2022","02"
"2/11/2022","34,603","2022-02","2022","02"
"2/12/2022","35,098","2022-02","2022","02"
"2/13/2022","35,003","2022-02","2022","02"
"2/14/2022","35,178","2022-02","2022","02"
"2/15/2022","36,051","2022-02","2022","02"
"2/16/2022","38,142","2022-02","2022","02"
"2/17/2022","38,792","2022-02","2022","02"
"2/18/2022","39,062","2022-02","2022","02"
"2/19/2022","39,182","2022-02","2022","02"
"2/20/2022","39,590","2022-02","2022","02"
"2/21/2022","41,764","2022-02","2022","02"
"2/22/2022","43,083","2022-02","2022","02"
"2/23/2022","44,568","2022-02","2022","02"
"2/24/2022","45,612","2022-02","2022","02"
"2/25/2022","45,758","2022-02","2022","02"
"2/26/2022","48,738","2022-02","2022","02"
"2/27/2022","49,043","2022-02","2022","02"
"2/28/2022","51,515","2022-02","2022","02"
"3/1/2022","54,085","2022-03","2022","03"
"3/2/2022","54,963","2022-03","2022","03"
"3/3/2022","55,311","2022-03","2022","03"
"3/4/2022","56,594","2022-03","2022","03"
"3/5/2022","57,900","2022-03","2022","03"
"3/6/2022","58,182","2022-03","2022","03"
"3/7/2022","59,896","2022-03","2022","03"
"3/8/2022","59,695","2022-03","2022","03"
"3/9/2022","58,435","2022-03","2022","03"
"3/10/2022","53,524","2022-03","2022","03"
"3/11/2022","52,484","2022-03","2022","03"
"3/12/2022","53,377","2022-03","2022","03"
"3/13/2022","51,901","2022-03","2022","03"
"3/14/2022","48,247","2022-03","2022","03"
"3/15/2022","46,801","2022-03","2022","03"
"3/16/2022","46,671","2022-03","2022","03"
"3/17/2022","47,731","2022-03","2022","03"
"3/18/2022","48,682","2022-03","2022","03"
"3/19/2022","48,632","2022-03","2022","03"
"3/20/2022","47,913","2022-03","2022","03"
"3/21/2022","45,952","2022-03","2022","03"
"3/22/2022","45,219","2022-03","2022","03"
"3/23/2022","44,592","2022-03","2022","03"
"3/24/2022","44,576","2022-03","2022","03"
"3/25/2022","43,916","2022-03","2022","03"
"3/26/2022","43,446","2022-03","2022","03"
"3/27/2022","42,660","2022-03","2022","03"
"3/28/2022","41,457","2022-03","2022","03"
"3/29/2022","41,224","2022-03","2022","03"
"3/30/2022","40,653","2022-03","2022","03"
"3/31/2022","40,038","2022-03","2022","03"
"4/1/2022","39,834","2022-04","2022","04"
"4/2/2022","39,371","2022-04","2022","04"
"4/3/2022","38,896","2022-04","2022","04"
"4/4/2022","40,557","2022-04","2022","04"
"4/5/2022","41,500","2022-04","2022","04"
"4/6/2022","39,975","2022-04","2022","04"
"4/7/2022","37,517","2022-04","2022","04"
"4/8/2022","33,926","2022-04","2022","04"
"4/9/2022","32,462","2022-04","2022","04"
"4/10/2022","30,807","2022-04","2022","04"
"4/11/2022","28,806","2022-04","2022","04"
"4/12/2022","27,644","2022-04","2022","04"
"4/13/2022","26,711","2022-04","2022","04"
"4/14/2022","25,947","2022-04","2022","04"
"4/15/2022","25,514","2022-04","2022","04"
"4/16/2022","25,409","2022-04","2022","04"
"4/17/2022","25,088","2022-04","2022","04"
"4/18/2022","24,772","2022-04","2022","04"
"4/19/2022","24,748","2022-04","2022","04"
"4/20/2022","24,271","2022-04","2022","04"
"4/21/2022","23,974","2022-04","2022","04"
"4/22/2022","23,137","2022-04","2022","04"
"4/23/2022","23,311","2022-04","2022","04"
"4/24/2022","23,374","2022-04","2022","04"
"4/25/2022","23,482","2022-04","2022","04"
"4/26/2022","24,499","2022-04","2022","04"
"4/27/2022","26,222","2022-04","2022","04"
"4/28/2022","26,373","2022-04","2022","04"
"4/29/2022","26,439","2022-04","2022","04"
"4/30/2022","26,873","2022-04","2022","04"
"5/1/2022","27,967","2022-05","2022","05"
"5/2/2022","28,606","2022-05","2022","05"
"5/3/2022","28,458","2022-05","2022","05"
"5/4/2022","29,880","2022-05","2022","05"
"5/5/2022","30,050","2022-05","2022","05"
"5/6/2022","29,687","2022-05","2022","05"
"5/7/2022","28,124","2022-05","2022","05"
"5/8/2022","27,274","2022-05","2022","05"
"5/9/2022","24,775","2022-05","2022","05"
"5/10/2022","24,844","2022-05","2022","05"
"5/11/2022","25,103","2022-05","2022","05"
"5/12/2022","25,216","2022-05","2022","05"
"5/13/2022","25,471","2022-05","2022","05"
"5/14/2022","26,089","2022-05","2022","05"
"5/15/2022","27,307","2022-05","2022","05"
"5/16/2022","28,402","2022-05","2022","05"
"5/17/2022","32,253","2022-05","2022","05"
"5/18/2022","34,908","2022-05","2022","05"
"5/19/2022","37,552","2022-05","2022","05"
"5/20/2022","39,941","2022-05","2022","05"
"5/21/2022","42,203","2022-05","2022","05"
"5/22/2022","42,087","2022-05","2022","05"
"5/23/2022","41,959","2022-05","2022","05"
"5/24/2022","43,461","2022-05","2022","05"
"5/25/2022","49,043","2022-05","2022","05"
"5/26/2022","50,601","2022-05","2022","05"
"5/27/2022","50,491","2022-05","2022","05"
"5/28/2022","51,380","2022-05","2022","05"
"5/29/2022","52,363","2022-05","2022","05"
"5/30/2022","57,517","2022-05","2022","05"
"5/31/2022","61,855","2022-05","2022","05"
"6/1/2022","62,792","2022-06","2022","06"
"6/2/2022","61,914","2022-06","2022","06"
"6/3/2022","63,965","2022-06","2022","06"
"6/4/2022","74,159","2022-06","2022","06"
"6/5/2022","76,248","2022-06","2022","06"
"6/6/2022","82,470","2022-06","2022","06"
"6/7/2022","85,496","2022-06","2022","06"
"6/8/2022","86,477","2022-06","2022","06"
"6/9/2022","88,075","2022-06","2022","06"
"6/10/2022","88,943","2022-06","2022","06"
"6/11/2022","89,557","2022-06","2022","06"
"6/12/2022","89,493","2022-06","2022","06"
"6/13/2022","89,243","2022-06","2022","06"
"6/14/2022","91,359","2022-06","2022","06"
"6/15/2022","91,621","2022-06","2022","06"
"6/16/2022","91,151","2022-06","2022","06"
"6/17/2022","90,474","2022-06","2022","06"
"6/18/2022","90,507","2022-06","2022","06"
"6/19/2022","90,758","2022-06","2022","06"
"6/20/2022","93,043","2022-06","2022","06"
"6/21/2022","94,657","2022-06","2022","06"
"6/22/2022","96,677","2022-06","2022","06"
"6/23/2022","96,478","2022-06","2022","06"
"6/24/2022","95,868","2022-06","2022","06"
"6/25/2022","96,188","2022-06","2022","06"
"6/26/2022","95,794","2022-06","2022","06"
"6/27/2022","94,549","2022-06","2022","06"
"6/28/2022","93,366","2022-06","2022","06"
"6/29/2022","93,317","2022-06","2022","06"
"6/30/2022","92,111","2022-06","2022","06"
"7/1/2022","91,464","2022-07","2022","07"
"7/2/2022","91,839","2022-07","2022","07"
"7/3/2022","92,205","2022-07","2022","07"
"7/4/2022","94,527","2022-07","2022","07"
"7/5/2022","95,156","2022-07","2022","07"
"7/6/2022","93,959","2022-07","2022","07"
"7/7/2022","92,441","2022-07","2022","07"
"7/8/2022","92,494","2022-07","2022","07"
"7/9/2022","91,322","2022-07","2022","07"
"7/10/2022","91,572","2022-07","2022","07"
"7/11/2022","94,222","2022-07","2022","07"
"7/12/2022","94,418","2022-07","2022","07"
"7/13/2022","92,517","2022-07","2022","07"
"7/14/2022","86,255","2022-07","2022","07"
"7/15/2022","81,251","2022-07","2022","07"
"7/16/2022","81,152","2022-07","2022","07"
"7/17/2022","80,380","2022-07","2022","07"
"7/18/2022","73,759","2022-07","2022","07"
"7/19/2022","71,430","2022-07","2022","07"
"7/20/2022","69,618","2022-07","2022","07"
"7/21/2022","68,437","2022-07","2022","07"
"7/22/2022","67,369","2022-07","2022","07"
"7/23/2022","67,181","2022-07","2022","07"
"7/24/2022","66,405","2022-07","2022","07"
"7/25/2022","63,917","2022-07","2022","07"
"7/26/2022","62,067","2022-07","2022","07"
"7/27/2022","61,187","2022-07","2022","07"
"7/28/2022","60,475","2022-07","2022","07"
"7/29/2022","60,612","2022-07","2022","07"
"7/30/2022","60,973","2022-07","2022","07"
"7/31/2022","61,288","2022-07","2022","07"
"8/1/2022","62,268","2022-08","2022","08"
"8/2/2022","61,868","2022-08","2022","08"
"8/3/2022","61,587","2022-08","2022","08"
"8/4/2022","60,301","2022-08","2022","08"
"8/5/2022","58,540","2022-08","2022","08"
"8/6/2022","57,892","2022-08","2022","08"
"8/7/2022","57,482","2022-08","2022","08"
"8/8/2022","54,786","2022-08","2022","08"
"8/9/2022","54,011","2022-08","2022","08"
"8/10/2022","52,923","2022-08","2022","08"
"8/11/2022","50,660","2022-08","2022","08"
"8/12/2022","47,641","2022-08","2022","08"
"8/13/2022","45,247","2022-08","2022","08"
"8/14/2022","43,656","2022-08","2022","08"
"8/15/2022","39,223","2022-08","2022","08"
"8/16/2022","38,715","2022-08","2022","08"
"8/17/2022","38,710","2022-08","2022","08"
"8/18/2022","37,952","2022-08","2022","08"
"8/19/2022","37,621","2022-08","2022","08"
"8/20/2022","37,585","2022-08","2022","08"
"8/21/2022","37,471","2022-08","2022","08"
"8/22/2022","35,979","2022-08","2022","08"
"8/23/2022","35,414","2022-08","2022","08"
"8/24/2022","35,042","2022-08","2022","08"
"8/25/2022","34,570","2022-08","2022","08"
"8/26/2022","34,703","2022-08","2022","08"
"8/27/2022","34,882","2022-08","2022","08"
"8/28/2022","35,208","2022-08","2022","08"
"8/29/2022","37,410","2022-08","2022","08"
"8/30/2022","39,441","2022-08","2022","08"
"8/31/2022","41,515","2022-08","2022","08"
"9/1/2022","42,385","2022-09","2022","09"
"9/2/2022","43,141","2022-09","2022","09"
"9/3/2022","43,385","2022-09","2022","09"
"9/4/2022","44,010","2022-09","2022","09"
"9/5/2022","47,963","2022-09","2022","09"
"9/6/2022","50,803","2022-09","2022","09"
"9/7/2022","51,747","2022-09","2022","09"
"9/8/2022","51,486","2022-09","2022","09"
"9/9/2022","50,743","2022-09","2022","09"
"9/10/2022","50,126","2022-09","2022","09"
"9/11/2022","50,617","2022-09","2022","09"
"9/12/2022","51,175","2022-09","2022","09"
"9/13/2022","51,572","2022-09","2022","09"
"9/14/2022","52,688","2022-09","2022","09"
"9/15/2022","53,223","2022-09","2022","09"
"9/16/2022","56,656","2022-09","2022","09"
"9/17/2022","61,584","2022-09","2022","09"
"9/18/2022","62,836","2022-09","2022","09"
"9/19/2022","64,045","2022-09","2022","09"
"9/20/2022","63,526","2022-09","2022","09"
"9/21/2022","62,402","2022-09","2022","09"
"9/22/2022","60,770","2022-09","2022","09"
"9/23/2022","59,089","2022-09","2022","09"
"9/24/2022","58,754","2022-09","2022","09"
"9/25/2022","57,860","2022-09","2022","09"
"9/26/2022","55,578","2022-09","2022","09"
"9/27/2022","55,155","2022-09","2022","09"
"9/28/2022","55,846","2022-09","2022","09"
"9/29/2022","55,353","2022-09","2022","09"
"9/30/2022","55,063","2022-09","2022","09"
"10/1/2022","55,131","2022-10","2022","10"
"10/2/2022","54,901","2022-10","2022","10"
"10/3/2022","53,116","2022-10","2022","10"
"10/4/2022","52,690","2022-10","2022","10"
"10/5/2022","51,470","2022-10","2022","10"
"10/6/2022","48,066","2022-10","2022","10"
"10/7/2022","44,643","2022-10","2022","10"
"10/8/2022","44,504","2022-10","2022","10"
"10/9/2022","44,670","2022-10","2022","10"
"10/10/2022","43,396","2022-10","2022","10"
"10/11/2022","42,585","2022-10","2022","10"
"10/12/2022","41,613","2022-10","2022","10"
"10/13/2022","40,388","2022-10","2022","10"
"10/14/2022","39,224","2022-10","2022","10"
"10/15/2022","39,088","2022-10","2022","10"
"10/16/2022","38,467","2022-10","2022","10"
"10/17/2022","36,850","2022-10","2022","10"
"10/18/2022","35,638","2022-10","2022","10"
"10/19/2022","35,507","2022-10","2022","10"
"10/20/2022","34,985","2022-10","2022","10"
"10/21/2022","34,674","2022-10","2022","10"
"10/22/2022","34,094","2022-10","2022","10"
"10/23/2022","33,614","2022-10","2022","10"
